Equation,CorrectResponse,Correctbutton,trials_7.thisRepN,trials_7.thisTrialN,trials_7.thisN,trials_7.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials_5.thisRepN,trials_5.thisTrialN,trials_5.thisN,trials_5.thisIndex,thisRow.t,notes,list_sub_restudy,list_sub_testsub,code_marius.started,code_marius.stopped,welcome.started,welcome.stopped,instruction_study.started,instruction_study.stopped,fixationcross.started,fixationcross.stopped,blanc.started,blanc.stopped,study_control_probe.started,study_control_probe.stopped,responseKey,responseTime,scale_answer_2.keys,study_control_probe_2.started,study_control_probe_2.stopped,scale_answer_3.keys,blanc_2.started,blanc_2.stopped,test_attr_probe.started,test_attr_probe.stopped,recalled_attr,firstKeyTime,secondWordTime,blanc_3.started,blanc_3.stopped,test_sub_probe.started,test_sub_probe.stopped,recalled_sub,instruction_probe_end.started,instruction_probe_end.stopped,study.started,study.stopped,substantive,adjective,wordpair,task,condition,liste_sub_phase1,liste_adj_phase1,scale_answer.keys,scale_answer.rt,scale_answer.duration,code_defineWordsInit.started,code_defineWordsInit.stopped,liste_sub_phase2,study_control.started,study_control.stopped,scale_answer_4.keys,restudy_same.started,restudy_same.stopped,scale_answer_5.keys,scale_answer_5.rt,scale_answer_5.duration,restudy_different.started,restudy_different.stopped,scale_answer_6.keys,test_attr.started,test_attr.stopped,test_sub.started,test_sub.stopped,correct,distractortask.started,equation_text.started,distractortask.stopped,mouse_answer.x,mouse_answer.y,mouse_answer.leftButton,mouse_answer.midButton,mouse_answer.rightButton,mouse_answer.time,mouse_answer.clicked_name,feedback_distractortask.started,feedback_distractortask.stopped,free_recall.started,text_enter.started,key_resp.started,free_recall.stopped,key_resp.keys,key_resp.rt,key_resp.duration,free_recalled_sub,mouse_continue.x,mouse_continue.y,mouse_continue.leftButton,mouse_continue.midButton,mouse_continue.rightButton,mouse_continue.time,mouse_continue.clicked_name,cued_recall.started,text_enter_2.started,key_continue.started,cued_recall.stopped,recalled_attr1,key_continue.keys,key_continue.rt,key_continue.duration,cued_recall_2.started,text_enter_3.started,key_continue_2.started,cued_recall_2.stopped,recalled_attr2,key_continue_2.keys,key_resp_8.started,key_resp_8.keys,key_resp_8.rt,key_resp_8.duration,condition,date,expName,psychopyVersion,frameRate,participant,expStart,
,,,,,,,,,,,,,,,,,,,,,,,9,0,9,0,952.9815778001212,,,,,,,,,,,,955.9668221999891,956.4658216000535,,,,2.979831900447607,,,,,,,,,,None,None,,,,,,,,,,Würfel,,,cuedRecallAdj,2,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,952.9718864001334,952.9815778001212,952.9815778001212,955.9639603001997,bunt,return,2.979831900447607,None,955.9642284000292,955.9734379998408,955.9734379998408,955.9667190001346,,None,,,,,2,2023-12-11_13h35.59.746,watkins1,2023.2.3,99.77689892077603,58,2023-12-11 13h36.06.638189 +0000,
,,,,,,,,,,,,,,,,,,,,,,,10,0,10,0,956.4757719999179,,,,,,,,,,,,961.6097594997846,962.1087036998942,,,,5.1255948999896646,,,,,,,,,,None,None,,,,,,,,,,Telefon,,,cuedRecallAdj,2,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,956.466061799787,956.4757719999179,956.4757719999179,961.606889099814,laut,return,5.1255948999896646,None,961.6071560001001,961.616540200077,961.616540200077,961.6096577998251,,None,,,,,2,2023-12-11_13h35.59.746,watkins1,2023.2.3,99.77689892077603,58,2023-12-11 13h36.06.638189 +0000,
,,,,,,,,,,,,,,,,,,,,,,,11,0,11,0,962.118606899865,,,,,,,,,,,,965.9675372000784,966.4662831001915,,,,3.8428017999976873,,,,,,,,,,None,None,,,,,,,,,,Jacke,,,cuedRecallAdj,2,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,962.1089425999671,962.118606899865,962.118606899865,965.9645631001331,kaputt,return,3.8428017999976873,None,965.9648313000798,965.974072100129,965.974072100129,965.9674355997704,,None,,,,,2,2023-12-11_13h35.59.746,watkins1,2023.2.3,99.77689892077603,58,2023-12-11 13h36.06.638189 +0000,
,,,,,,,,,,,,,,,,,,,,,,,12,0,12,0,966.4763254998252,,,,,,,,,,,,968.417361699976,968.9161376999691,,,,1.9330715001560748,,,,,,,,,,None,None,,,,,,,,,,Stift,,,cuedRecallAdj,2,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,966.4665252999403,966.4763254998252,966.4763254998252,968.4145607999526,dick,return,1.9330715001560748,None,968.4148221998475,968.4242107002065,968.4242107002065,968.4172586998902,,None,,,,,2,2023-12-11_13h35.59.746,watkins1,2023.2.3,99.77689892077603,58,2023-12-11 13h36.06.638189 +0000,
,,,,,,,,,,,,,,,,,,,,,,,13,0,13,0,968.9260277999565,,,,,,,,,,,,974.8532969998196,975.3521604998969,,,,5.91535110026598,,,,,,,,,,None,None,,,,,,,,,,Uhr,,,cuedRecallAdj,2,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,968.9163800999522,968.9260277999565,968.9260277999565,974.8503247997724,flach,return,5.91535110026598,None,974.8505971999839,974.8600163999945,974.8600163999945,974.8531940001994,,None,,,,,2,2023-12-11_13h35.59.746,watkins1,2023.2.3,99.77689892077603,58,2023-12-11 13h36.06.638189 +0000,
,,,,,,,,,,,,,,,,,,,,,,,14,0,14,0,975.3620579000562,,,,,,,,,,,,986.8625497999601,987.3609805000015,,,,11.495329900179058,,,,,,,,,,None,None,,,,,,,,,,Kette,,,cuedRecallAdj,2,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,975.3524024998769,975.3620579000562,975.3620579000562,986.8594570998102,verspielt,return,11.495329900179058,None,986.8597283000126,986.8689395999536,986.8689395999536,986.8624470997602,,None,,,,,2,2023-12-11_13h35.59.746,watkins1,2023.2.3,99.77689892077603,58,2023-12-11 13h36.06.638189 +0000,
,,,,,,,,,,,,,,,,,,,,,,,15,0,15,0,987.3709029001184,,,,,,,,,,,,991.4612096999772,991.9597279001027,,,,4.078493199776858,,,,,,,,,,None,None,,,,,,,,,,Kiste,,,cuedRecallAdj,2,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,987.3612218000926,987.3709029001184,987.3709029001184,991.4581257998943,groß,return,4.078493199776858,None,991.4584037000313,991.4683813001029,991.4683813001029,991.4611066998914,,None,,,,,2,2023-12-11_13h35.59.746,watkins1,2023.2.3,99.77689892077603,58,2023-12-11 13h36.06.638189 +0000,
,,,,,,,,,,,,,,,,,,,,,,,16,0,16,0,991.9696248001419,,,,,,,,,,,,996.7929544001818,997.2912134001963,,,,4.8157952995970845,,,,,,,,,,None,None,,,,,,,,,,Vase,,,cuedRecallAdj,2,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,991.9599691000767,991.9696248001419,991.9696248001419,996.7898253998719,glänzend,return,4.8157952995970845,None,996.7901141000912,996.7993410998024,996.7993410998024,996.7928510000929,,None,,,,,2,2023-12-11_13h35.59.746,watkins1,2023.2.3,99.77689892077603,58,2023-12-11 13h36.06.638189 +0000,
,,,,,,,,,,,,,,,,,,,,,,,17,0,17,0,997.3011247999966,,,,,,,,,,,,999.5444637001492,1000.0432989997789,,,,2.2362395003437996,,,,,,,,,,None,None,,,,,,,,,,Schere,,,cuedRecallAdj,2,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,997.2914567999542,997.3011247999966,997.3011247999966,999.5416242000647,gut,return,2.2362395003437996,None,999.5418913001195,999.5512888999656,999.5512888999656,999.544355600141,,None,,,,,2,2023-12-11_13h35.59.746,watkins1,2023.2.3,99.77689892077603,58,2023-12-11 13h36.06.638189 +0000,
,,,,,,,,,,,,,,,,,,,,,,,18,0,18,0,1000.053378699813,,,,,,,,,,,,1007.3362235999666,1007.8349619000219,,,,7.2759515000507236,,,,,,,,,,None,None,,,,,,,,,,Flasche,,,cuedRecallAdj,2,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000.0435450999066,1000.053378699813,1000.053378699813,1007.3330496000126,breit,return,7.2759515000507236,None,1007.3333175000735,1007.3425451000221,1007.3425451000221,1007.3361209998839,,None,,,,,2,2023-12-11_13h35.59.746,watkins1,2023.2.3,99.77689892077603,58,2023-12-11 13h36.06.638189 +0000,
,,,,,,,,,,,,,,,,,,,,,,,19,0,19,0,1007.8449114998803,,,,,,,,,,,,1021.8052817001007,1022.304072599858,,,,13.948349200189114,,,,,,,,,,None,None,,,,,,,,,,Socke,,,cuedRecallAdj,2,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1007.8352093999274,1007.8449114998803,1007.8449114998803,1021.8023210000247,dunkel,return,13.948349200189114,None,1021.8025873000734,1021.81204039976,1021.81204039976,1021.8051793999039,,None,,,,,2,2023-12-11_13h35.59.746,watkins1,2023.2.3,99.77689892077603,58,2023-12-11 13h36.06.638189 +0000,
,,,,,,,,,,,,,,,,,,,,,,,20,0,20,0,1022.3140153000131,,,,,,,,,,,,1028.7732589999214,1029.2718813000247,,,,6.45532299997285,,,,,,,,,,None,None,,,,,,,,,,Brille,,,cuedRecallAdj,2,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1022.3043149998412,1022.3140153000131,1022.3140153000131,1028.7702802000567,robust,return,6.45532299997285,None,1028.7705482998863,1028.7798347999342,1028.7798347999342,1028.7731579001993,,None,,,,,2,2023-12-11_13h35.59.746,watkins1,2023.2.3,99.77689892077603,58,2023-12-11 13h36.06.638189 +0000,
,,,,,,,,,,,,,,,,,,,,,,,21,0,21,0,1029.2817847998813,,,,,,,,,,,,1031.7553562000394,1032.253957899753,,,,2.4635167000815272,,,,,,,,,,None,None,,,,,,,,,,Tasse,,,cuedRecallAdj,2,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1029.2721206001006,1029.2817847998813,1029.2817847998813,1031.7523189000785,groß,return,2.4635167000815272,None,1031.7525880998,1031.761961999815,1031.761961999815,1031.7552550998516,,None,,,,,2,2023-12-11_13h35.59.746,watkins1,2023.2.3,99.77689892077603,58,2023-12-11 13h36.06.638189 +0000,
,,,,,,,,,,,,,,,,,,,,,,,22,0,22,0,1032.2638980997726,,,,,,,,,,,,1047.0783771001734,1047.577114299871,,,,14.801424400415272,,,,,,,,,,None,None,,,,,,,,,,Lampe,,,cuedRecallAdj,2,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1032.2541932999156,1032.2638980997726,1032.2638980997726,1047.0751859000884,niedlich,return,14.801424400415272,None,1047.0754519999027,1047.0850047999993,1047.0850047999993,1047.0782758998685,,None,,,,,2,2023-12-11_13h35.59.746,watkins1,2023.2.3,99.77689892077603,58,2023-12-11 13h36.06.638189 +0000,
,,,,,,,,,,,,,,,,,,,,,,,23,0,23,0,1047.5870505999774,,,,,,,,,,,,1051.4861530000344,1051.9849434001371,,,,3.8942412002943456,,,,,,,,,,None,None,,,,,,,,,,Ring,,,cuedRecallAdj,2,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1047.5773668000475,1047.5870505999774,1047.5870505999774,1051.4832982998341,breit,return,3.8942412002943456,None,1051.483566999901,1051.4928268999793,1051.4928268999793,1051.4860515999608,,None,,,,,2,2023-12-11_13h35.59.746,watkins1,2023.2.3,99.77689892077603,58,2023-12-11 13h36.06.638189 +0000,
,,,,,,,,,,,,,,,,,,,,,,,24,0,24,0,1051.9948837999254,,,,,,,,,,,,1098.8305016998202,1099.329076900147,,,,46.830339199863374,,,,,,,,,,None,None,,,,,,,,,,Kerze,,,cuedRecallAdj,2,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1051.9851874001324,1051.9948837999254,1051.9948837999254,1098.8274228000082,leuchtend,return,46.830339199863374,None,1098.8276988998987,1098.8369781998917,1098.8369781998917,1098.8303987002,,None,,,,,2,2023-12-11_13h35.59.746,watkins1,2023.2.3,99.77689892077603,58,2023-12-11 13h36.06.638189 +0000,
,,,,,,,,,,,,,,,,,,,,,,,25,0,25,0,1099.3390114000067,,,,,,,,,,,,1101.6617514998652,1102.1605270998552,,,,2.31826449977234,,,,,,,,,,None,None,,,,,,,,,,Kamera,,,cuedRecallAdj,2,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1099.3293213997968,1099.3390114000067,1099.3390114000067,1101.658873599954,kalt,return,2.31826449977234,None,1101.6591455000453,1101.6684340001084,1101.6684340001084,1101.6616492997855,,None,,,,,2,2023-12-11_13h35.59.746,watkins1,2023.2.3,99.77689892077603,58,2023-12-11 13h36.06.638189 +0000,
,,,,,,,,,,,,,,,,,,,,,,,26,0,26,0,1102.1704719997942,,,,,,,,,,,,1107.164373499807,1107.6631922000088,,,,4.982732099946588,,,,,,,,,,None,None,,,,,,,,,,Bürste,,,cuedRecallAdj,2,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1102.160782400053,1102.1704719997942,1102.1704719997942,1107.1613842002116,sauber,return,4.982732099946588,None,1107.161652599927,1107.1711074002087,1107.1711074002087,1107.1642698999494,,None,,,,,2,2023-12-11_13h35.59.746,watkins1,2023.2.3,99.77689892077603,58,2023-12-11 13h36.06.638189 +0000,
,,,,,,,,,,,,,,,,,,,,,,,27,0,27,0,1107.6731416000985,,,,,,,,,,,,1132.2371982000768,1132.7355812001042,,,,24.560143900103867,,,,,,,,,,None,None,,,,,,,,,,Fahrrad,,,cuedRecallAdj,2,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1107.6634380999021,1107.6731416000985,1107.6731416000985,1132.2340049999766,robust,return,24.560143900103867,None,1132.2342757000588,1132.243682899978,1132.243682899978,1132.2370964000002,,None,,,,,2,2023-12-11_13h35.59.746,watkins1,2023.2.3,99.77689892077603,58,2023-12-11 13h36.06.638189 +0000,
,,,,,,,,,,,,,,,,,,,,,,,28,0,28,0,1132.745507599786,,,,,,,,,,,,1143.4026095001027,1143.901102299802,,,,10.647629499901086,,,,,,,,,,None,None,,,,,,,,,,Hammer,,,cuedRecallAdj,2,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1132.7358293998986,1132.745507599786,1132.745507599786,1143.3995256000198,gut,return,10.647629499901086,None,1143.3997880998068,1143.4090971001424,1143.4090971001424,1143.4025106001645,,None,,,,,2,2023-12-11_13h35.59.746,watkins1,2023.2.3,99.77689892077603,58,2023-12-11 13h36.06.638189 +0000,
,,,,,,,,,,,,,,,,,,,,,,,29,0,29,0,1143.911043399945,,,,,,,,,,,,1155.7123985001817,1156.2108411998488,,,,11.794090299867094,,,,,,,,,,None,None,,,,,,,,,,Rucksack,,,cuedRecallAdj,2,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1143.901348600164,1143.911043399945,1143.911043399945,1155.7091597002,kratzig,return,11.794090299867094,None,1155.7094320999458,1155.7187276999466,1155.7187276999466,1155.7122972998768,,None,,,,,2,2023-12-11_13h35.59.746,watkins1,2023.2.3,99.77689892077603,58,2023-12-11 13h36.06.638189 +0000,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1156.2274446999654,q,336.1334036998451,None,2,2023-12-11_13h35.59.746,watkins1,2023.2.3,99.77689892077603,58,2023-12-11 13h36.06.638189 +0000,
