Equation,CorrectResponse,Correctbutton,trials_7.thisRepN,trials_7.thisTrialN,trials_7.thisN,trials_7.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials_5.thisRepN,trials_5.thisTrialN,trials_5.thisN,trials_5.thisIndex,thisRow.t,notes,list_sub_restudy,list_sub_testsub,code_marius.started,code_marius.stopped,welcome.started,welcome.stopped,instruction_study.started,instruction_study.stopped,fixationcross.started,fixationcross.stopped,blanc.started,blanc.stopped,study_control_probe.started,study_control_probe.stopped,responseKey,responseTime,scale_answer_2.keys,study_control_probe_2.started,study_control_probe_2.stopped,scale_answer_3.keys,blanc_2.started,blanc_2.stopped,test_attr_probe.started,test_attr_probe.stopped,recalled_attr,firstKeyTime,secondWordTime,blanc_3.started,blanc_3.stopped,test_sub_probe.started,test_sub_probe.stopped,recalled_sub,instruction_probe_end.started,instruction_probe_end.stopped,study.started,study.stopped,substantive,adjective,wordpair,task,condition,liste_sub_phase1,liste_adj_phase1,scale_answer.keys,scale_answer.rt,scale_answer.duration,code_defineWordsInit.started,code_defineWordsInit.stopped,liste_sub_phase2,study_control.started,study_control.stopped,scale_answer_4.keys,restudy_same.started,restudy_same.stopped,scale_answer_5.keys,scale_answer_5.rt,scale_answer_5.duration,restudy_different.started,restudy_different.stopped,scale_answer_6.keys,test_attr.started,test_attr.stopped,test_sub.started,test_sub.stopped,correct,distractortask.started,equation_text.started,distractortask.stopped,mouse_answer.x,mouse_answer.y,mouse_answer.leftButton,mouse_answer.midButton,mouse_answer.rightButton,mouse_answer.time,mouse_answer.clicked_name,feedback_distractortask.started,feedback_distractortask.stopped,free_recall.started,text_enter.started,key_resp.started,free_recall.stopped,key_resp.keys,key_resp.rt,key_resp.duration,free_recalled_sub,mouse_continue.x,mouse_continue.y,mouse_continue.leftButton,mouse_continue.midButton,mouse_continue.rightButton,mouse_continue.time,mouse_continue.clicked_name,cued_recall.started,text_enter_2.started,key_continue.started,cued_recall.stopped,recalled_attr1,key_continue.keys,key_continue.rt,key_continue.duration,cued_recall_2.started,text_enter_3.started,key_continue_2.started,cued_recall_2.stopped,recalled_attr2,key_continue_2.keys,key_resp_8.started,key_resp_8.keys,key_resp_8.rt,key_resp_8.duration,condition,date,expName,psychopyVersion,frameRate,participant,expStart,
,,,,,,,18,0,18,0,,,,,,,,,,,,,,,,,161.22258660010993,,,,,,,,,,,,161.21364870015532,161.70463400008157,,,1,2.9084344999864697,,,,,,,,,,,,,,,,,,,161.70464430004358,167.7125878999941,Fahrrad,flauschig,"['Fahrrad', 'flauschig']",test_sub,2,"['Telefon', 'Uhr', 'Tasche', 'Trommel', 'Kette', 'Geige', 'Buch', 'Kiste', 'Ring', 'Vase', 'Stift', 'Kamera', 'Blume', 'Brille', 'Eimer', 'Hut', 'Hammer', 'Bürste', 'Fahrrad', 'Würfel', 'Schlüssel', 'Lampe', 'Schere', 'Socke', 'Jacke', 'Rucksack', 'Tasse', 'Löffel', 'Kerze', 'Flasche']","['zart', 'flach', 'blass', 'elegant', 'verspielt', 'glatt', 'nachhaltig', 'winzig', 'breit', 'strahlend', 'dick', 'kalt', 'glänzend', 'robust', 'lang', 'nass', 'schlicht', 'sauber', 'flauschig']",1,2.9084344999864697,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2023-12-11_13h35.59.746,watkins1,2023.2.3,99.77689892077603,58,2023-12-11 13h36.06.638189 +0000,
,,,,,,,19,0,19,0,,,,,,,,,,,,,,,,,167.7224371000193,,,,,,,,,,,,167.71313109993935,168.20481560006738,,,3,1.6482055000960827,,,,,,,,,,,,,,,,,,,168.20482619991526,174.21510560018942,Würfel,bunt,"['Würfel', 'bunt']",test_sub,2,"['Telefon', 'Uhr', 'Tasche', 'Trommel', 'Kette', 'Geige', 'Buch', 'Kiste', 'Ring', 'Vase', 'Stift', 'Kamera', 'Blume', 'Brille', 'Eimer', 'Hut', 'Hammer', 'Bürste', 'Fahrrad', 'Würfel', 'Schlüssel', 'Lampe', 'Schere', 'Socke', 'Jacke', 'Rucksack', 'Tasse', 'Löffel', 'Kerze', 'Flasche']","['zart', 'flach', 'blass', 'elegant', 'verspielt', 'glatt', 'nachhaltig', 'winzig', 'breit', 'strahlend', 'dick', 'kalt', 'glänzend', 'robust', 'lang', 'nass', 'schlicht', 'sauber', 'flauschig', 'bunt']",3,1.6482055000960827,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2023-12-11_13h35.59.746,watkins1,2023.2.3,99.77689892077603,58,2023-12-11 13h36.06.638189 +0000,
,,,,,,,20,0,20,0,,,,,,,,,,,,,,,,,174.22467079991475,,,,,,,,,,,,174.21563850017264,174.70664149988443,,,2,3.4109821999445558,,,,,,,,,,,,,,,,,,,174.7066521998495,180.71503790002316,Schlüssel,hohl,"['Schlüssel', 'hohl']",restudy,2,"['Telefon', 'Uhr', 'Tasche', 'Trommel', 'Kette', 'Geige', 'Buch', 'Kiste', 'Ring', 'Vase', 'Stift', 'Kamera', 'Blume', 'Brille', 'Eimer', 'Hut', 'Hammer', 'Bürste', 'Fahrrad', 'Würfel', 'Schlüssel', 'Lampe', 'Schere', 'Socke', 'Jacke', 'Rucksack', 'Tasse', 'Löffel', 'Kerze', 'Flasche']","['zart', 'flach', 'blass', 'elegant', 'verspielt', 'glatt', 'nachhaltig', 'winzig', 'breit', 'strahlend', 'dick', 'kalt', 'glänzend', 'robust', 'lang', 'nass', 'schlicht', 'sauber', 'flauschig', 'bunt', 'hohl']",2,3.4109821999445558,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2023-12-11_13h35.59.746,watkins1,2023.2.3,99.77689892077603,58,2023-12-11 13h36.06.638189 +0000,
,,,,,,,21,0,21,0,,,,,,,,,,,,,,,,,180.7246138001792,,,,,,,,,,,,180.7155700000003,181.20655060000718,,,1,5.094430699944496,,,,,,,,,,,,,,,,,,,181.20656100008637,187.2158443997614,Lampe,niedlich,"['Lampe', 'niedlich']",restudy,2,"['Telefon', 'Uhr', 'Tasche', 'Trommel', 'Kette', 'Geige', 'Buch', 'Kiste', 'Ring', 'Vase', 'Stift', 'Kamera', 'Blume', 'Brille', 'Eimer', 'Hut', 'Hammer', 'Bürste', 'Fahrrad', 'Würfel', 'Schlüssel', 'Lampe', 'Schere', 'Socke', 'Jacke', 'Rucksack', 'Tasse', 'Löffel', 'Kerze', 'Flasche']","['zart', 'flach', 'blass', 'elegant', 'verspielt', 'glatt', 'nachhaltig', 'winzig', 'breit', 'strahlend', 'dick', 'kalt', 'glänzend', 'robust', 'lang', 'nass', 'schlicht', 'sauber', 'flauschig', 'bunt', 'hohl', 'niedlich']",1,5.094430699944496,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2023-12-11_13h35.59.746,watkins1,2023.2.3,99.77689892077603,58,2023-12-11 13h36.06.638189 +0000,
,,,,,,,22,0,22,0,,,,,,,,,,,,,,,,,187.2253613998182,,,,,,,,,,,,187.21637709997594,187.70739899994805,,,2,3.7783441999927163,,,,,,,,,,,,,,,,,,,187.70740929991007,193.71119510009885,Schere,gut,"['Schere', 'gut']",test_sub,2,"['Telefon', 'Uhr', 'Tasche', 'Trommel', 'Kette', 'Geige', 'Buch', 'Kiste', 'Ring', 'Vase', 'Stift', 'Kamera', 'Blume', 'Brille', 'Eimer', 'Hut', 'Hammer', 'Bürste', 'Fahrrad', 'Würfel', 'Schlüssel', 'Lampe', 'Schere', 'Socke', 'Jacke', 'Rucksack', 'Tasse', 'Löffel', 'Kerze', 'Flasche']","['zart', 'flach', 'blass', 'elegant', 'verspielt', 'glatt', 'nachhaltig', 'winzig', 'breit', 'strahlend', 'dick', 'kalt', 'glänzend', 'robust', 'lang', 'nass', 'schlicht', 'sauber', 'flauschig', 'bunt', 'hohl', 'niedlich', 'gut']",2,3.7783441999927163,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2023-12-11_13h35.59.746,watkins1,2023.2.3,99.77689892077603,58,2023-12-11 13h36.06.638189 +0000,
,,,,,,,23,0,23,0,,,,,,,,,,,,,,,,,193.72065739985555,,,,,,,,,,,,193.7117249001749,194.20257980003953,,,2,3.0429221000522375,,,,,,,,,,,,,,,,,,,194.2025903998874,200.20920589985326,Socke,dunkel,"['Socke', 'dunkel']",test_sub,2,"['Telefon', 'Uhr', 'Tasche', 'Trommel', 'Kette', 'Geige', 'Buch', 'Kiste', 'Ring', 'Vase', 'Stift', 'Kamera', 'Blume', 'Brille', 'Eimer', 'Hut', 'Hammer', 'Bürste', 'Fahrrad', 'Würfel', 'Schlüssel', 'Lampe', 'Schere', 'Socke', 'Jacke', 'Rucksack', 'Tasse', 'Löffel', 'Kerze', 'Flasche']","['zart', 'flach', 'blass', 'elegant', 'verspielt', 'glatt', 'nachhaltig', 'winzig', 'breit', 'strahlend', 'dick', 'kalt', 'glänzend', 'robust', 'lang', 'nass', 'schlicht', 'sauber', 'flauschig', 'bunt', 'hohl', 'niedlich', 'gut', 'dunkel']",2,3.0429221000522375,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2023-12-11_13h35.59.746,watkins1,2023.2.3,99.77689892077603,58,2023-12-11 13h36.06.638189 +0000,
,,,,,,,24,0,24,0,,,,,,,,,,,,,,,,,200.21867399988696,,,,,,,,,,,,200.20975309982896,200.7008866998367,,,3,2.855930700432509,,,,,,,,,,,,,,,,,,,200.7008970999159,206.7017274000682,Jacke,kaputt,"['Jacke', 'kaputt']",test_sub,2,"['Telefon', 'Uhr', 'Tasche', 'Trommel', 'Kette', 'Geige', 'Buch', 'Kiste', 'Ring', 'Vase', 'Stift', 'Kamera', 'Blume', 'Brille', 'Eimer', 'Hut', 'Hammer', 'Bürste', 'Fahrrad', 'Würfel', 'Schlüssel', 'Lampe', 'Schere', 'Socke', 'Jacke', 'Rucksack', 'Tasse', 'Löffel', 'Kerze', 'Flasche']","['zart', 'flach', 'blass', 'elegant', 'verspielt', 'glatt', 'nachhaltig', 'winzig', 'breit', 'strahlend', 'dick', 'kalt', 'glänzend', 'robust', 'lang', 'nass', 'schlicht', 'sauber', 'flauschig', 'bunt', 'hohl', 'niedlich', 'gut', 'dunkel', 'kaputt']",3,2.855930700432509,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2023-12-11_13h35.59.746,watkins1,2023.2.3,99.77689892077603,58,2023-12-11 13h36.06.638189 +0000,
,,,,,,,25,0,25,0,,,,,,,,,,,,,,,,,206.71120710019022,,,,,,,,,,,,206.70226019993424,207.19328369991854,,,1,2.524040199816227,,,,,,,,,,,,,,,,,,,207.19329380011186,213.20253380015492,Rucksack,kratzig,"['Rucksack', 'kratzig']",restudy,2,"['Telefon', 'Uhr', 'Tasche', 'Trommel', 'Kette', 'Geige', 'Buch', 'Kiste', 'Ring', 'Vase', 'Stift', 'Kamera', 'Blume', 'Brille', 'Eimer', 'Hut', 'Hammer', 'Bürste', 'Fahrrad', 'Würfel', 'Schlüssel', 'Lampe', 'Schere', 'Socke', 'Jacke', 'Rucksack', 'Tasse', 'Löffel', 'Kerze', 'Flasche']","['zart', 'flach', 'blass', 'elegant', 'verspielt', 'glatt', 'nachhaltig', 'winzig', 'breit', 'strahlend', 'dick', 'kalt', 'glänzend', 'robust', 'lang', 'nass', 'schlicht', 'sauber', 'flauschig', 'bunt', 'hohl', 'niedlich', 'gut', 'dunkel', 'kaputt', 'kratzig']",1,2.524040199816227,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2023-12-11_13h35.59.746,watkins1,2023.2.3,99.77689892077603,58,2023-12-11 13h36.06.638189 +0000,
,,,,,,,26,0,26,0,,,,,,,,,,,,,,,,,213.21197099983692,,,,,,,,,,,,213.20319279981777,213.69380330014974,,,3,1.158824299927801,,,,,,,,,,,,,,,,,,,213.69381449976936,219.70191599987447,Tasse,groß,"['Tasse', 'groß']",restudy,2,"['Telefon', 'Uhr', 'Tasche', 'Trommel', 'Kette', 'Geige', 'Buch', 'Kiste', 'Ring', 'Vase', 'Stift', 'Kamera', 'Blume', 'Brille', 'Eimer', 'Hut', 'Hammer', 'Bürste', 'Fahrrad', 'Würfel', 'Schlüssel', 'Lampe', 'Schere', 'Socke', 'Jacke', 'Rucksack', 'Tasse', 'Löffel', 'Kerze', 'Flasche']","['zart', 'flach', 'blass', 'elegant', 'verspielt', 'glatt', 'nachhaltig', 'winzig', 'breit', 'strahlend', 'dick', 'kalt', 'glänzend', 'robust', 'lang', 'nass', 'schlicht', 'sauber', 'flauschig', 'bunt', 'hohl', 'niedlich', 'gut', 'dunkel', 'kaputt', 'kratzig', 'groß']",3,1.158824299927801,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2023-12-11_13h35.59.746,watkins1,2023.2.3,99.77689892077603,58,2023-12-11 13h36.06.638189 +0000,
,,,,,,,27,0,27,0,,,,,,,,,,,,,,,,,219.71142720011994,,,,,,,,,,,,219.7024443000555,220.19342220015824,,,1,1.9309764998033643,,,,,,,,,,,,,,,,,,,220.1934322998859,226.20337769994512,Löffel,biegsam,"['Löffel', 'biegsam']",restudy,2,"['Telefon', 'Uhr', 'Tasche', 'Trommel', 'Kette', 'Geige', 'Buch', 'Kiste', 'Ring', 'Vase', 'Stift', 'Kamera', 'Blume', 'Brille', 'Eimer', 'Hut', 'Hammer', 'Bürste', 'Fahrrad', 'Würfel', 'Schlüssel', 'Lampe', 'Schere', 'Socke', 'Jacke', 'Rucksack', 'Tasse', 'Löffel', 'Kerze', 'Flasche']","['zart', 'flach', 'blass', 'elegant', 'verspielt', 'glatt', 'nachhaltig', 'winzig', 'breit', 'strahlend', 'dick', 'kalt', 'glänzend', 'robust', 'lang', 'nass', 'schlicht', 'sauber', 'flauschig', 'bunt', 'hohl', 'niedlich', 'gut', 'dunkel', 'kaputt', 'kratzig', 'groß', 'biegsam']",1,1.9309764998033643,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2023-12-11_13h35.59.746,watkins1,2023.2.3,99.77689892077603,58,2023-12-11 13h36.06.638189 +0000,
,,,,,,,28,0,28,0,,,,,,,,,,,,,,,,,226.21280780015513,,,,,,,,,,,,226.2039124001749,226.6950729000382,,,3,2.614226399920881,,,,,,,,,,,,,,,,,,,226.69508370012045,232.70158969983459,Kerze,teuer,"['Kerze', 'teuer']",test_sub,2,"['Telefon', 'Uhr', 'Tasche', 'Trommel', 'Kette', 'Geige', 'Buch', 'Kiste', 'Ring', 'Vase', 'Stift', 'Kamera', 'Blume', 'Brille', 'Eimer', 'Hut', 'Hammer', 'Bürste', 'Fahrrad', 'Würfel', 'Schlüssel', 'Lampe', 'Schere', 'Socke', 'Jacke', 'Rucksack', 'Tasse', 'Löffel', 'Kerze', 'Flasche']","['zart', 'flach', 'blass', 'elegant', 'verspielt', 'glatt', 'nachhaltig', 'winzig', 'breit', 'strahlend', 'dick', 'kalt', 'glänzend', 'robust', 'lang', 'nass', 'schlicht', 'sauber', 'flauschig', 'bunt', 'hohl', 'niedlich', 'gut', 'dunkel', 'kaputt', 'kratzig', 'groß', 'biegsam', 'teuer']",3,2.614226399920881,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2023-12-11_13h35.59.746,watkins1,2023.2.3,99.77689892077603,58,2023-12-11 13h36.06.638189 +0000,
,,,,,,,29,0,29,0,,,,,,,,,,,,,,,,,232.71102769998834,,,,,,,,,,,,232.7021173001267,233.1931186998263,,,1,3.516037499997765,,,,,,,,,,,,,,,,,,,233.19312869990245,239.20266490010545,Flasche,gepunktet,"['Flasche', 'gepunktet']",test_sub,2,"['Telefon', 'Uhr', 'Tasche', 'Trommel', 'Kette', 'Geige', 'Buch', 'Kiste', 'Ring', 'Vase', 'Stift', 'Kamera', 'Blume', 'Brille', 'Eimer', 'Hut', 'Hammer', 'Bürste', 'Fahrrad', 'Würfel', 'Schlüssel', 'Lampe', 'Schere', 'Socke', 'Jacke', 'Rucksack', 'Tasse', 'Löffel', 'Kerze', 'Flasche']","['zart', 'flach', 'blass', 'elegant', 'verspielt', 'glatt', 'nachhaltig', 'winzig', 'breit', 'strahlend', 'dick', 'kalt', 'glänzend', 'robust', 'lang', 'nass', 'schlicht', 'sauber', 'flauschig', 'bunt', 'hohl', 'niedlich', 'gut', 'dunkel', 'kaputt', 'kratzig', 'groß', 'biegsam', 'teuer', 'gepunktet']",1,3.516037499997765,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2023-12-11_13h35.59.746,watkins1,2023.2.3,99.77689892077603,58,2023-12-11 13h36.06.638189 +0000,
,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,239.2121015000157,,,,,,,,,,,,239.20352520002052,239.69436630001292,,,[],[],,,,,,,,,,None,None,,,,,,,,,,Kamera,kalt,"['Kamera', 'kalt']",restudy,2,,,,,,239.20344949979335,239.2034979998134,"['Kamera', 'Kiste', 'Löffel', 'Blume', 'Hammer', 'Kerze', 'Geige', 'Kette', 'Brille', 'Eimer', 'Rucksack', 'Uhr', 'Würfel', 'Ring', 'Lampe', 'Buch', 'Flasche', 'Vase', 'Stift', 'Socke', 'Tasche', 'Bürste', 'Trommel', 'Schere', 'Schlüssel', 'Telefon', 'Tasse', 'Fahrrad', 'Hut', 'Jacke']",239.69437790010124,239.69724040012807,None,239.6974307000637,245.7028930997476,2,3.891751800198108,None,245.70331380004063,245.70611929986626,None,245.70628699986264,245.70746489986777,245.70747700007632,245.70850950013846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2023-12-11_13h35.59.746,watkins1,2023.2.3,99.77689892077603,58,2023-12-11 13h36.06.638189 +0000,
,,,,,,,,,,,1,0,1,0,,,,,,,,,,,,,245.7124009002,,,,,,,,,,,,245.70880169980228,246.2043490000069,,,[],[],,,,,,,,,,5.64149669976905,None,,,,,gr,,,,,Kiste,winzig,"['Kiste', 'winzig']",test_sub,2,,,,,,245.70873369975016,245.70877429982647,"['Kamera', 'Kiste', 'Löffel', 'Blume', 'Hammer', 'Kerze', 'Geige', 'Kette', 'Brille', 'Eimer', 'Rucksack', 'Uhr', 'Würfel', 'Ring', 'Lampe', 'Buch', 'Flasche', 'Vase', 'Stift', 'Socke', 'Tasche', 'Bürste', 'Trommel', 'Schere', 'Schlüssel', 'Telefon', 'Tasse', 'Fahrrad', 'Hut', 'Jacke']",246.20435950020328,246.20700189983472,None,246.20712810009718,246.2085485998541,None,,,246.20865879999474,246.21008160011843,None,246.2101930999197,246.21135509992018,246.2113675000146,252.21485950006172,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2023-12-11_13h35.59.746,watkins1,2023.2.3,99.77689892077603,58,2023-12-11 13h36.06.638189 +0000,
,,,,,,,,,,,2,0,2,0,,,,,,,,,,,,,252.22466300008819,,,,,,,,,,,,252.21514419978485,252.70661660004407,,,[],[],,,,,,,,,,None,None,,,,,,,,,,Löffel,biegsam,"['Löffel', 'biegsam']",restudy,2,,,,,,252.21507959999144,252.215116399806,"['Kamera', 'Kiste', 'Löffel', 'Blume', 'Hammer', 'Kerze', 'Geige', 'Kette', 'Brille', 'Eimer', 'Rucksack', 'Uhr', 'Würfel', 'Ring', 'Lampe', 'Buch', 'Flasche', 'Vase', 'Stift', 'Socke', 'Tasche', 'Bürste', 'Trommel', 'Schere', 'Schlüssel', 'Telefon', 'Tasse', 'Fahrrad', 'Hut', 'Jacke']",252.70662690000609,252.70989790000021,None,252.71002350002527,258.71903649996966,3,2.119650799781084,None,258.7193343997933,258.72206469997764,None,258.72217899980024,258.72336270008236,258.72337409993634,258.7248749998398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2023-12-11_13h35.59.746,watkins1,2023.2.3,99.77689892077603,58,2023-12-11 13h36.06.638189 +0000,
,,,,,,,,,,,3,0,3,0,,,,,,,,,,,,,258.7285004002042,,,,,,,,,,,,258.7251595999114,259.22052760003135,,,[],[],,,,,,,,,,1.87619120022282,None,,,,,scheinen,,,,,Blume,glänzend,"['Blume', 'glänzend']",test_sub,2,,,,,,258.72509329998866,258.7251324998215,"['Kamera', 'Kiste', 'Löffel', 'Blume', 'Hammer', 'Kerze', 'Geige', 'Kette', 'Brille', 'Eimer', 'Rucksack', 'Uhr', 'Würfel', 'Ring', 'Lampe', 'Buch', 'Flasche', 'Vase', 'Stift', 'Socke', 'Tasche', 'Bürste', 'Trommel', 'Schere', 'Schlüssel', 'Telefon', 'Tasse', 'Fahrrad', 'Hut', 'Jacke']",259.22053729975596,259.2232292997651,None,259.223358000163,259.22477919980884,None,,,259.22488889982924,259.226294899825,None,259.2264045998454,259.2275462001562,259.2275584000163,265.2306300997734,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2023-12-11_13h35.59.746,watkins1,2023.2.3,99.77689892077603,58,2023-12-11 13h36.06.638189 +0000,
,,,,,,,,,,,4,0,4,0,,,,,,,,,,,,,265.2404259000905,,,,,,,,,,,,265.23092269990593,265.7223535999656,,,[],[],,,,,,,,,,None,None,,,,,,,,,,Hammer,schlicht,"['Hammer', 'schlicht']",restudy,2,,,,,,265.2308442001231,265.23089359980077,"['Kamera', 'Kiste', 'Löffel', 'Blume', 'Hammer', 'Kerze', 'Geige', 'Kette', 'Brille', 'Eimer', 'Rucksack', 'Uhr', 'Würfel', 'Ring', 'Lampe', 'Buch', 'Flasche', 'Vase', 'Stift', 'Socke', 'Tasche', 'Bürste', 'Trommel', 'Schere', 'Schlüssel', 'Telefon', 'Tasse', 'Fahrrad', 'Hut', 'Jacke']",265.72236410016194,265.72521719988436,None,265.72534269979224,271.7273788000457,2,1.9281147997826338,None,271.72767659975216,271.73037549993023,None,271.7304874002002,271.7316859997809,271.73169749975204,271.7333495998755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2023-12-11_13h35.59.746,watkins1,2023.2.3,99.77689892077603,58,2023-12-11 13h36.06.638189 +0000,
,,,,,,,,,,,5,0,5,0,,,,,,,,,,,,,271.7368998997845,,,,,,,,,,,,271.7336337999441,272.2289995998144,,,[],[],,,,,,,,,,1.8958208002150059,3.733489400241524,,,,,Geld,,,,,Kerze,teuer,"['Kerze', 'teuer']",test_sub,2,,,,,,271.7335676001385,271.7336067999713,"['Kamera', 'Kiste', 'Löffel', 'Blume', 'Hammer', 'Kerze', 'Geige', 'Kette', 'Brille', 'Eimer', 'Rucksack', 'Uhr', 'Würfel', 'Ring', 'Lampe', 'Buch', 'Flasche', 'Vase', 'Stift', 'Socke', 'Tasche', 'Bürste', 'Trommel', 'Schere', 'Schlüssel', 'Telefon', 'Tasse', 'Fahrrad', 'Hut', 'Jacke']",272.22900940012187,272.23171520000324,None,272.2318385001272,272.2332473997958,None,,,272.23335730005056,272.23474900005385,None,272.2348571000621,272.23599010007456,272.236002500169,278.23885009996593,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2023-12-11_13h35.59.746,watkins1,2023.2.3,99.77689892077603,58,2023-12-11 13h36.06.638189 +0000,
,,,,,,,,,,,6,0,6,0,,,,,,,,,,,,,278.24865109985694,,,,,,,,,,,,278.2391276997514,278.73062149994075,,,[],[],,,,,,,,,,None,None,,,,,,,,,,Geige,glatt,"['Geige', 'glatt']",restudy,2,,,,,,278.23906139982864,278.2390994997695,"['Kamera', 'Kiste', 'Löffel', 'Blume', 'Hammer', 'Kerze', 'Geige', 'Kette', 'Brille', 'Eimer', 'Rucksack', 'Uhr', 'Würfel', 'Ring', 'Lampe', 'Buch', 'Flasche', 'Vase', 'Stift', 'Socke', 'Tasche', 'Bürste', 'Trommel', 'Schere', 'Schlüssel', 'Telefon', 'Tasse', 'Fahrrad', 'Hut', 'Jacke']",278.730632300023,278.73333670012653,None,278.7334631998092,284.7381548001431,1,3.5041012996807694,None,284.7384573998861,284.74107499979436,None,284.74118980020285,284.74233039980754,284.74234199989587,284.7437859000638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2023-12-11_13h35.59.746,watkins1,2023.2.3,99.77689892077603,58,2023-12-11 13h36.06.638189 +0000,
,,,,,,,,,,,7,0,7,0,,,,,,,,,,,,,284.74763230001554,,,,,,,,,,,,284.74406599998474,285.23968990007415,,,[],[],,,,,,,,,,None,None,,,,,,,,,,Kette,verspielt,"['Kette', 'verspielt']",restudy,2,,,,,,284.744001199957,284.7440391997807,"['Kamera', 'Kiste', 'Löffel', 'Blume', 'Hammer', 'Kerze', 'Geige', 'Kette', 'Brille', 'Eimer', 'Rucksack', 'Uhr', 'Würfel', 'Ring', 'Lampe', 'Buch', 'Flasche', 'Vase', 'Stift', 'Socke', 'Tasche', 'Bürste', 'Trommel', 'Schere', 'Schlüssel', 'Telefon', 'Tasse', 'Fahrrad', 'Hut', 'Jacke']",285.23969969991595,285.2424515997991,None,285.2425710000098,291.25216760020703,2,3.9471570001915097,None,291.25246710004285,291.2552167000249,None,291.2553310999647,291.2564795999788,291.25649099983275,291.25772699993104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2023-12-11_13h35.59.746,watkins1,2023.2.3,99.77689892077603,58,2023-12-11 13h36.06.638189 +0000,
,,,,,,,,,,,8,0,8,0,,,,,,,,,,,,,291.2616086998023,,,,,,,,,,,,291.25800949987024,291.7536710998975,,,[],[],,,,,,,,,,3.212360099889338,None,,,,,kalt,,,,,Brille,robust,"['Brille', 'robust']",test_sub,2,,,,,,291.25794429983944,291.2579823997803,"['Kamera', 'Kiste', 'Löffel', 'Blume', 'Hammer', 'Kerze', 'Geige', 'Kette', 'Brille', 'Eimer', 'Rucksack', 'Uhr', 'Würfel', 'Ring', 'Lampe', 'Buch', 'Flasche', 'Vase', 'Stift', 'Socke', 'Tasche', 'Bürste', 'Trommel', 'Schere', 'Schlüssel', 'Telefon', 'Tasse', 'Fahrrad', 'Hut', 'Jacke']",291.7536818999797,291.7564468998462,None,291.7566158999689,291.7580430000089,None,,,291.7581529999152,291.7595882997848,None,291.75969769991934,291.7608640999533,291.7608766001649,297.7645564000122,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2023-12-11_13h35.59.746,watkins1,2023.2.3,99.77689892077603,58,2023-12-11 13h36.06.638189 +0000,
