"","ParticipantNumber","likingRating","likingRT","CurrentTarget","SoundOfStimulus","Valence","Function","computerName","timeStamp","Position","N_pres","spacesum","stim","spacesumnext"
"171","14","33","3.037","Kaneelup","./sounds/cs/ratingcs/lup_7.wav","-1","cs2","labor4","2015-03-11_10.03.15.865000","l","10",0,"lup_7.wav",0
"172","14","42","3.746","Omeelup","./sounds/cs/ratingcs/lup_3.wav","1","target","labor4","2015-03-11_10.03.15.865000","r","5",1,"lup_3.wav",4
"173","14","32","3.275","Saartelup","./sounds/cs/ratingcs/lup_10.wav","-1","target","labor4","2015-03-11_10.03.15.865000","r","5",1,"lup_10.wav",4
"174","14","32","2.332","Tesoolup","./sounds/cs/ratingcs/lup_13.wav","1","target","labor4","2015-03-11_10.03.15.865000","r","5",0,"lup_13.wav",5
"175","14","36","4.529","Moteelup","./sounds/cs/ratingcs/lup_19.wav","-1","cs2","labor4","2015-03-11_10.03.15.865000","l","10",0,"lup_19.wav",0
"176","14","44","5.896","Waneelup","./sounds/cs/ratingcs/lup_6.wav","-1","target","labor4","2015-03-11_10.03.15.865000","r","5",0,"lup_6.wav",5
"177","14","50","3.068","Issanif","./sounds/cs/ratingcs/nif_9.wav","0","cs3","labor4","2015-03-11_10.03.15.865000","l","10",0,"nif_9.wav",0
"178","14","47","2.358","Maasolup","./sounds/cs/ratingcs/lup_1.wav","-1","cs2","labor4","2015-03-11_10.03.15.865000","l","10",0,"lup_1.wav",1
"179","14","56","2.421","Falatol","./sounds/cs/ratingcs/tol_4.wav","0","cs1","labor4","2015-03-11_10.03.15.865000","l","10",0,"tol_4.wav",0
"180","14","61","4.075","Allanif","./sounds/cs/ratingcs/nif_7.wav","0","cs3","labor4","2015-03-11_10.03.15.865000","l","10",0,"nif_7.wav",0
"181","15","38","5.795","Rustutol","./sounds/cs/ratingcs/tol_15.wav","-1","target","labor5","2015-03-11_10.24.59.764000","r","5",0,"tol_15.wav",5
"182","15","48","3.627","Bollanif","./sounds/cs/ratingcs/nif_8.wav","0","cs1","labor5","2015-03-11_10.24.59.764000","l","10",1,"nif_8.wav",0
"183","15","48","3.459","Reetolup","./sounds/cs/ratingcs/lup_15.wav","0","cs3","labor5","2015-03-11_10.24.59.764000","l","10",0,"lup_15.wav",0
"184","15","49","3.26","Kennunif","./sounds/cs/ratingcs/nif_5.wav","0","cs1","labor5","2015-03-11_10.24.59.764000","l","10",0,"nif_5.wav",0
"185","15","50","2.227","Kullonif","./sounds/cs/ratingcs/nif_17.wav","0","cs1","labor5","2015-03-11_10.24.59.764000","l","10",0,"nif_17.wav",0
"186","15","49","2.911","Falatol","./sounds/cs/ratingcs/tol_4.wav","-1","target","labor5","2015-03-11_10.24.59.764000","r","5",4,"tol_4.wav",1
"187","15","48","2.114","Deekalup","./sounds/cs/ratingcs/lup_14.wav","0","cs3","labor5","2015-03-11_10.24.59.764000","l","10",0,"lup_14.wav",0
"188","15","48","2.123","Dakatol","./sounds/cs/ratingcs/tol_6.wav","-1","cs2","labor5","2015-03-11_10.24.59.764000","l","10",0,"tol_6.wav",0
"189","15","49","3.244","Piditol","./sounds/cs/ratingcs/tol_13.wav","-1","cs2","labor5","2015-03-11_10.24.59.764000","l","10",0,"tol_13.wav",0
"190","15","48","2.326","Renetol","./sounds/cs/ratingcs/tol_5.wav","1","target","labor5","2015-03-11_10.24.59.764000","r","5",0,"tol_5.wav",5
"191","15","48","3.101","Dullanif","./sounds/cs/ratingcs/nif_14.wav","0","cs1","labor5","2015-03-11_10.24.59.764000","l","10",2,"nif_14.wav",0
"192","15","49","2.346","Zackatol","./sounds/cs/ratingcs/tol_17.wav","-1","cs2","labor5","2015-03-11_10.24.59.764000","l","10",0,"tol_17.wav",0
"193","15","51","2.751","Mateelup","./sounds/cs/ratingcs/lup_9.wav","0","cs3","labor5","2015-03-11_10.24.59.764000","l","10",0,"lup_9.wav",0
"194","15","49","3.429","Cocotol","./sounds/cs/ratingcs/tol_10.wav","1","cs2","labor5","2015-03-11_10.24.59.764000","l","10",0,"tol_10.wav",0
"195","15","51","3.636","Siritol","./sounds/cs/ratingcs/tol_18.wav","1","cs2","labor5","2015-03-11_10.24.59.764000","l","10",0,"tol_18.wav",0
"196","15","38","2.664","Tesoolup","./sounds/cs/ratingcs/lup_13.wav","0","cs3","labor5","2015-03-11_10.24.59.764000","l","10",0,"lup_13.wav",0
"197","15","43","2.497","Zallunif","./sounds/cs/ratingcs/nif_4.wav","0","cs1","labor5","2015-03-11_10.24.59.764000","l","10",0,"nif_4.wav",0
"198","15","46","3.049","Nenetol","./sounds/cs/ratingcs/tol_19.wav","-1","cs2","labor5","2015-03-11_10.24.59.764000","l","10",0,"tol_19.wav",0
"199","15","47","2.822","Eekalup","./sounds/cs/ratingcs/lup_11.wav","0","cs3","labor5","2015-03-11_10.24.59.764000","l","10",0,"lup_11.wav",0
"200","15","47","2.631","Toleelup","./sounds/cs/ratingcs/lup_5.wav","0","cs3","labor5","2015-03-11_10.24.59.764000","l","10",0,"lup_5.wav",0
"201","15","49","2.767","Dilitol","./sounds/cs/ratingcs/tol_8.wav","1","target","labor5","2015-03-11_10.24.59.764000","r","5",4,"tol_8.wav",0
"202","15","46","2.295","Istennif","./sounds/cs/ratingcs/nif_20.wav","0","cs1","labor5","2015-03-11_10.24.59.764000","l","10",0,"nif_20.wav",0
